App,Category,Rating,Reviews,Size(Megabyte),Installs+,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
When Will You Get Married,8,,1.0986122886681096,1.5260563034950494,10,1,0.0,1,38,2018-07-14,1.0,15
HOW TO ASK A GIRL OUT,8,,0.0,2.995732273553991,10,1,0.0,1,38,2018-07-16,1.0,15
The DJ - Match with People,8,,0.0,2.379546134130174,50,1,0.0,3,38,2018-08-02,1.2,17
Toronto Dating,8,,0.0,2.70805020110221,100,1,0.0,3,38,2018-07-12,1.0,17
i miss you quotes and photos,8,,0.0,1.791759469228055,100,1,0.0,1,38,2018-07-22,1.0.7,13
JoJo Siwa Top Hits Music,8,,0.0,1.7749523509116738,10,1,0.0,4,38,2018-07-26,1.0,15
Chat Click - Dating Search,8,,1.6094379124341003,1.5686159179138452,500,1,0.0,3,38,2018-07-11,1.0,10
Iraq love chat,8,,2.70805020110221,1.791759469228055,50,1,0.0,4,38,2018-08-03,8.2,15
Healthy Relationships Guide,8,,0.0,2.2192034840549946,1,1,0.0,1,38,2018-07-31,2.0,15
following,8,,0.6931471805599453,3.091042453358316,10,1,0.0,3,38,2018-07-24,1.0.3,18
Gods by Night,8,,4.653960350157523,2.5649493574615367,1000,1,0.0,3,38,2018-07-22,3.5.4.2.3,17
PlusOne,8,,0.0,2.3978952727983707,1,1,0.0,3,38,2018-07-17,1.1.1,18
Love Calendar - Couple Sharing Calendar & CoupleDay,8,,2.70805020110221,1.4586150226995167,50,1,0.0,1,38,2018-07-30,1.6,17
Soul Mate,8,,0.0,1.6863989535702286,10,1,0.0,3,38,2018-07-19,4.5.0,15
Diamond Engagement Rings,8,,0.0,1.5040773967762742,5,1,0.0,1,38,2018-07-12,6.1,13
Dating Tips For Men,8,,0.0,2.174751721484161,10,1,0.0,1,38,2018-07-09,3.0,15
Random Video Chat,8,,1.3862943611198906,2.833213344056216,1000,1,0.0,3,38,2018-07-15,4.20,15
Find Lover,8,,3.091042453358316,1.7404661748405044,1000,1,0.0,3,38,2018-07-27,1.0.2,15
Random Video Chat App With Strangers,8,,1.3862943611198906,1.7578579175523736,1000,1,0.0,3,38,2018-07-17,1.,13
"Chat Mexico: meet people, flirt and friendship",8,,2.1972245773362196,2.33214389523559,5000,1,0.0,3,38,2018-07-02,3.7,15
Ai La Trieu Phu - ALTP Free,9,,6.655440350367647,3.2188758248682006,100000,1,0.0,1,39,2018-07-23,1.5,13
VAN NIAN 2018 - Vietnamese Calendar,11,,3.6375861597263857,2.833213344056216,10000,1,0.0,1,59,2017-11-27,1.0,13
Sarajevo Film Festival - Official,11,,1.9459101490553132,2.3702437414678603,100,1,0.0,2,59,2018-07-31,2.0.1,21
Summer Madness,11,,1.6094379124341003,0.8754687373538999,100,1,0.0,1,59,2018-07-26,1.107,13
AAS-IN-ASIA 2018,11,,1.3862943611198906,2.4849066497880004,100,1,0.0,1,59,2018-07-04,1.1.9,17
Moot Peru 2018,11,,2.639057329615259,3.332204510175204,1000,1,0.0,1,59,2018-06-28,1.0,10
FM News,11,,3.8501476017100584,1.5260563034950494,5000,1,0.0,1,59,2018-07-04,1.4,18
Rockmaraton Info,11,,3.912023005428146,2.639057329615259,1000,1,0.0,1,59,2018-07-08,18.4,20
mobLee Events,11,,2.4849066497880004,2.4849066497880004,5000,1,0.0,1,59,2018-05-30,3.05.30.16,17
AMM Events & CPD,11,,1.791759469228055,1.9600947840472698,100,1,0.0,1,59,2018-08-04,1.0.5,19
MeAuDote - An act of love that saves a life,11,,5.5254529391317835,3.1780538303479458,1000,1,0.0,1,59,2018-06-22,1.0.11,17
TCF National Conference,11,,0.6931471805599453,3.5553480614894135,100,1,0.0,1,59,2018-07-11,1.0,17
Easy and Fast Recipes,14,,4.564348191467836,2.5649493574615367,50000,1,0.0,1,62,2018-01-06,3.0.1,8
Sumine side dish - dish recipe side dish,14,,4.418840607796598,1.7749523509116738,10000,1,0.0,1,62,2018-06-23,1.1,17
Latest 2018 Home Designs,17,,5.1647859739235145,2.272125885509337,10000,1,0.0,1,66,2018-07-26,1.1,8
Yes319 real price login query,17,,2.5649493574615367,1.8082887711792655,5000,1,0.0,1,66,2018-07-12,1.04,15
LH Housing Promotion Notice,17,,5.081404364984463,1.410986973710262,100000,1,0.0,1,66,2017-09-19,1.2.0,13
Home tips and advice,17,,2.3978952727983707,1.2809338454620645,5000,1,0.0,1,66,2017-12-28,2.0,15
Real estate court auction information site - Hyundai court auction,17,,2.3978952727983707,1.6486586255873816,10000,1,0.0,1,66,2018-08-02,1.2,19
Lamp detector,18,,1.791759469228055,1.0296194171811583,1000,1,0.0,1,67,2018-04-23,4.4.2,9
General culture,18,,3.295836866004329,2.3978952727983707,10000,1,0.0,1,67,2018-02-20,1.2,13
Luffs,18,,6.1903154058531475,1.547562508716013,100000,1,0.0,1,67,2018-01-16,1.0,15
Words (188 Category),18,,4.007333185232471,1.9315214116032138,10000,1,0.0,1,67,2018-07-04,1.0,15
Cold Spirits,18,,5.8971538676367405,1.252762968495368,100000,1,0.0,1,67,2017-01-02,1.2,8
How to sew & make the easiest pattern,18,,4.709530201312334,2.3978952727983707,10000,1,0.0,1,67,2017-11-05,1.0,13
I will return his eggs,18,,4.5217885770490405,2.9444389791664403,100000,1,0.0,1,67,2017-11-16,6.0,8
Benefits of olive oil with garlic,18,,3.258096538021482,1.252762968495368,10000,1,0.0,1,67,2018-06-23,1.0,15
Sad hair without net,18,,3.044522437723423,1.1314021114911006,5000,1,0.0,1,67,2018-03-26,1.0,8
Patience Words,18,,3.4657359027997265,1.4816045409242156,10000,1,0.0,1,67,2017-12-14,1.0,15
Mama Lala 's song,18,,4.634728988229636,3.091042453358316,50000,1,0.0,1,67,2018-07-01,6.0.0,8
Young Speeches,18,,7.706162970199575,1.2237754316221157,500000,1,0.0,1,67,2017-01-08,1.1,8
Mcqueen Coloring pages,12,,4.189654742026425,2.0794415416798357,100000,1,0.0,1,10,2018-03-07,1.0.0,17
Arrhythmias and Dysrhythmias,21,,1.3862943611198906,3.2188758248682006,500,2,1.0,1,72,2016-01-24,1.0,18
Advanced Comprehension Therapy,21,,1.3862943611198906,4.143134726391533,100,2,24.99,1,72,2017-10-05,1.2,15
Number Therapy,21,,0.0,1.840549633397487,50,2,14.99,1,72,2017-10-03,1.0,15
Free Blood Pressure,21,,2.0794415416798357,1.9021075263969205,5000,1,0.0,1,72,2016-10-13,3.0.0,15
Language Therapy: Aphasia,21,,2.3978952727983707,3.367295829986474,1000,2,74.99,1,72,2018-06-25,3.1.1,15
Advanced Comprehension Therapy,21,,1.3862943611198906,4.143134726391533,100,2,24.99,1,72,2017-10-05,1.2,15
Visualmed,21,,0.0,1.410986973710262,1,2,2.99,1,72,2018-08-01,1.0,17
ABG Master,21,,1.0986122886681096,1.0296194171811583,50,2,0.99,1,72,2018-08-04,1.1,17
OrthoFlow,21,,0.0,4.204692619390966,10,2,5.99,1,72,2018-07-15,1.0.0,18
Be the Expert in Phlebotomy - Professional Nursing,21,,0.0,1.791759469228055,1,2,0.99,1,72,2018-07-24,1.0,15
Penn State Health OnDemand,21,,0.0,3.713572066704308,50,1,0.0,1,72,2018-07-24,10.4.1.018_06,15
Breastfeeding Tracker Baby Log,21,,1.9459101490553132,3.1780538303479458,100,1,0.0,1,72,2018-07-20,1.3.5,25
Lego Ninjago Wallpaper,21,,1.0986122886681096,2.772588722239781,100,1,0.0,1,72,2018-08-02,1.2,10
RT 516 VET,21,,0.0,3.4011973816621555,10,1,0.0,1,72,2018-07-13,300000.1.11,15
EXOGEN Connects (US),21,,0.0,2.833213344056216,10,1,0.0,1,72,2018-08-01,1.0.1,17
Full Code - Emergency Medicine Simulation,21,,0.0,4.189654742026425,100,1,0.0,1,72,2018-07-23,2.0,25
Maricopa AH,21,,0.0,3.4011973816621555,100,1,0.0,1,72,2018-07-16,300000.1.11,15
Dare EMS Protocols,21,,0.0,3.044522437723423,10,1,0.0,2,72,2018-07-26,1.8.3,17
Pediatric Emergency Guide,21,,0.0,1.5686159179138452,100,1,0.0,1,72,2018-07-09,3.1.1,20
Weill Cornell Medicine,21,,0.0,2.995732273553991,50,1,0.0,1,72,2018-07-16,1.0.10,25
Doctors Care,21,,0.0,3.258096538021482,10,1,0.0,1,72,2018-07-24,2.0.0 (35717),20
PCOS Guide - Fight PCOS naturally,21,,0.0,1.8082887711792655,100,1,0.0,1,72,2018-08-04,1.0,25
EVA - Menstrual calendar and fertility,21,,3.258096538021482,2.833213344056216,1000,1,0.0,1,72,2018-08-02,1.1,17
Hello Face,21,,0.0,0.9162907318741551,10,1,0.0,1,72,2018-07-31,1.0,20
Diabetes Testing,21,,0.6931471805599453,1.5260563034950494,500,1,0.0,3,72,2018-07-26,1.0,15
GGDE: Prevent & Beat Depression Symptoms,21,,1.0986122886681096,3.044522437723423,50,1,0.0,1,72,2018-07-24,2.01.12,13
Jaylex,21,,0.0,2.639057329615259,10,1,0.0,1,72,2018-07-30,1.2.3-DEBUG,18
Clinical Pharmacology,21,,0.0,1.5260563034950494,10,1,0.0,1,72,2018-08-01,1.0,17
Smartshading AI,21,,0.0,2.3978952727983707,10,1,0.0,1,72,2018-06-21,1.0,17
Eversense,21,,1.3862943611198906,2.8903717578961645,100,1,0.0,1,72,2018-07-18,2.0.101,20
Drug Calculator,21,,0.0,1.7227665977411035,10,1,0.0,1,72,2018-07-27,1.0,20
HACH Cares,21,,0.0,3.367295829986474,10,1,0.0,1,72,2018-07-25,300000.1.11,15
WAH 247,21,,0.0,3.4011973816621555,1,1,0.0,1,72,2018-07-20,300000.1.11,15
ear super hearing,21,,0.0,0.8754687373538999,5,1,0.0,1,72,2018-07-31,1.0 Super Ear Hearing,13
Traditional Chinese Medicine Fangfang Liangfang Daquan - Practical and ancient Chinese medicine and old prescriptions for the treatment of various incurable diseases,21,,0.6931471805599453,2.5649493574615367,10,1,0.0,1,72,2018-07-21,1.0.0,13
COPD GOLD 2017,21,,1.791759469228055,1.1631508098056809,10,1,0.0,1,72,2018-07-13,1.0,13
Summit Medical Video Visits,21,,0.0,3.332204510175204,10,1,0.0,1,72,2018-07-12,1.1.1,17
ExtendedCare Virtual Care Room,21,,0.0,2.9444389791664403,5,1,0.0,1,72,2018-07-30,1.0,26
Lord Fairfax EMS Council,21,,0.0,3.4339872044851463,50,1,0.0,1,72,2018-07-17,1,15
MyWoundDoctor - Provider,21,,0.0,1.5040773967762742,1,1,0.0,1,72,2018-07-27,1.2.1,25
Warfarin Dose Calculator,21,,0.0,2.066862759472976,50,1,0.0,1,72,2018-07-15,3.0.0,17
Renesas PMA,21,,0.0,2.028148247292285,5,1,0.0,1,72,2018-07-18,1.2.9,20
4 Paws PH,21,,0.6931471805599453,3.4011973816621555,5,1,0.0,1,72,2018-07-25,300000.1.11,15
high cholesterol levels,21,,0.0,1.4586150226995167,100,1,0.0,1,72,2018-07-23,1.0,17
Thyroid Nodules,21,,0.0,3.044522437723423,10,1,0.0,1,72,2018-07-14,1.0,19
Training course: Learn Nursing,21,,0.0,2.0794415416798357,100,1,0.0,1,72,2018-07-08,1.0.0,17
14thStreetVet,21,,0.0,3.4011973816621555,5,1,0.0,1,72,2018-07-16,300000.1.11,15
OMD Protocols,21,,0.0,2.606453123041996,10,1,0.0,1,72,2018-07-27,1.0,32
Penn State Health OnDemand,21,,0.0,3.713572066704308,50,1,0.0,1,72,2018-07-24,10.4.1.018_06,15
HHS,21,,0.0,1.667706820558076,500,1,0.0,1,72,2017-05-30,Initial,13
Free Blood Pressure,21,,2.0794415416798357,1.9021075263969205,5000,1,0.0,1,72,2016-10-13,3.0.0,15
Every disease has a drug without internet,21,,3.8066624897703196,1.6094379124341003,10000,1,0.0,1,72,2018-04-24,1.0,17
Blood Pressure,21,,2.3978952727983707,1.2237754316221157,1000,1,0.0,1,72,2015-03-14,1.0,8
RT 516 VET,21,,0.0,3.4011973816621555,10,1,0.0,1,72,2018-07-13,300000.1.11,15
Breastfeeding Tracker Baby Log,21,,1.9459101490553132,3.1780538303479458,100,1,0.0,1,72,2018-07-20,1.3.5,25
PatientPORTAL by InteliChart,21,,0.6931471805599453,3.4965075614664802,500,1,0.0,1,72,2018-05-24,1.0.1,25
Android TV Remote Service,30,,0.6931471805599453,1.547562508716013,1000000,1,0.0,1,109,2018-01-17,2.1.02.4477839,29
SD card backup,30,,4.962844630259907,2.606453123041996,1000000,1,0.0,1,109,2017-03-27,Varies with device,32
Zoo For Preschool Kids 3-9 Years,23,,4.343805421853684,2.2192034840549946,10000,1,0.0,1,79,2018-04-24,1.0.7,13
Arabic Alphabets,23,,3.5553480614894135,1.9740810260220096,10000,1,0.0,1,77,2017-01-09,1.0,7
Learn the letters and words,23,,3.4657359027997265,4.454347296253507,10000,1,0.0,1,79,2018-06-15,3.2,15
Ali Baba's Farm Tutorial Kids Games,23,,3.6109179126442243,1.8718021769015913,5000,1,0.0,1,77,2018-05-27,4.7,17
Learning English for children,23,,4.219507705176107,2.772588722239781,50000,1,0.0,1,79,2018-04-18,1.9,8
We learn children's verses in kindergarten,23,,8.0861025356691,2.0149030205422647,100000,1,0.0,1,79,2017-12-20,2.10,13
Educational Children's Songs,23,,5.099866427824199,4.0943445622221,100000,1,0.0,1,77,2018-08-05,1.2,15
Favorite Soviet cartoons,23,,4.1588830833596715,1.7749523509116738,10000,1,0.0,1,77,2018-05-24,1.0.6,13
How do I care about my child?,23,,3.5553480614894135,1.7749523509116738,10000,1,0.0,1,77,2018-07-03,1.2,13
Voice Tables - no internet,23,,6.878326468291325,4.276666119016055,100000,1,0.0,1,77,2018-05-28,2.0,15
Video Wallpaper Show,32,,0.0,2.639057329615259,500,1,0.0,1,115,2018-07-26,3.1,15
B-17 Flying Fortress WWII LWP,24,,2.0794415416798357,2.70805020110221,100,2,1.49,1,81,2016-12-22,1.0,17
CURSUM B,15,,3.4339872044851463,3.295836866004329,500,2,0.99,1,89,2017-06-20,1.0.0,8
F,30,,1.9459101490553132,1.7749523509116738,500,1,0.0,1,109,2018-05-15,1.0.2,13
Norwegian For Kids & Babies F,12,,0.0,2.70805020110221,5,2,39.99,1,39,2015-09-24,1.0,13
F-1 watchface by Delta,24,,0.0,2.606453123041996,10,2,2.49,1,81,2017-08-23,Varies with device,32
F Length Sim (no Ads),25,,0.0,0.9932517730102834,10,2,2.0,1,82,2018-04-29,1.0,15
G-NetReport Pro,30,,0.0,0.9555114450274365,10,2,25.99,1,109,2018-06-14,5.0,13
H letter images,28,,2.8903717578961645,2.2512917986064953,1000,1,0.0,4,102,2018-06-28,16.7,15
D+H Reaction Wall,15,,0.0,2.606453123041996,1,2,0.99,1,6,2016-07-24,Varies with device,32
The J-Notes: Jazz News,29,,2.0794415416798357,2.1041341542702074,1000,1,0.0,2,103,2018-02-28,5.2.2,17
J Alvarej Moji,7,,1.0986122886681096,2.639057329615259,10,2,1.99,1,36,2017-05-03,1.0,12
J Balvin Piano Tiles,15,,1.9459101490553132,3.4339872044851463,500,1,0.0,1,73,2018-05-15,2.0,17
Guess the song of J Balvin,15,,3.367295829986474,2.2925347571405443,1000,1,0.0,1,113,2017-12-24,1.1,17
J. Polep Plus Mobile,26,,0.0,3.8066624897703196,100,1,0.0,1,83,2018-03-26,1.1.4,25
BTS J-Hope Wallpaper HD for KPOP Fans,24,,1.6094379124341003,1.5260563034950494,500,1,0.0,1,81,2018-07-26,2.1.4,13
Speech Therapy: K,12,,1.0986122886681096,2.772588722239781,1000,1,0.0,1,39,2016-10-07,1.0,9
Mermaid Princess Pre K Games,12,,2.995732273553991,3.4657359027997265,5000,1,0.0,1,50,2018-06-29,3.01,17
K-App Mitarbeiter Galeria Kaufhof,26,,0.0,2.995732273553991,100,1,0.0,1,83,2018-07-10,3.27.1,20
Wallpapers Bus Scania Irizar K,24,,3.58351893845611,2.772588722239781,10000,1,0.0,4,81,2016-04-21,1.0,9
Obbligo o VeritÃ ? PRO,15,,1.6094379124341003,1.3609765531356006,100,2,0.99,4,15,2018-04-26,"1,01",10
Android P Home KLWP,24,,0.0,1.1314021114911006,5,2,1.49,1,81,2018-04-14,v2018.Apr.12.16,25
Pacify Exceed (Android P) - Theme for Xperiaâ¢,24,,1.791759469228055,1.0647107369924282,10,2,1.49,1,81,2018-07-02,1.2.A.Exceed.Paid,27
Pistachio Launcher for Android P 9.0,24,,0.0,1.1939224684724346,1,2,1.49,1,81,2018-07-11,1.0.2,17
Pacify (Android P theme) - Theme for Xperiaâ¢,24,,0.6931471805599453,1.0296194171811583,10,2,0.99,1,81,2018-07-15,1.0.B+.Exceed.Paid,25
Popsicle Launcher for Android P 9.0 launcher,24,,0.0,1.8718021769015913,0,2,1.49,1,81,2018-07-11,1.1,18
Pureness Pacify (Android P) - Theme for Xperiaâ¢,24,,0.0,1.5260563034950494,1,2,1.49,1,81,2018-07-23,1.2.A.Exceed.Paid,27
Theme for New Android P,24,,2.639057329615259,1.667706820558076,1000,1,0.0,1,81,2018-05-23,1.1.4,13
P XPERIA Themeâ¢ | PURPLE - Design For SONY ð¨,24,,1.3862943611198906,2.639057329615259,500,1,0.0,1,81,2018-06-05,1.0.0,20
P XPERIA Themeâ¢ | INDIGO - Design For SONY ð¨,24,,2.5649493574615367,2.70805020110221,1000,1,0.0,1,81,2018-06-05,1.0.0,20
P Icon Pack,12,,0.0,3.091042453358316,10,2,0.99,1,52,2018-07-16,1.0.6,15
Q Actions - Digital Assistant,26,,0.0,2.606453123041996,500,1,0.0,1,83,2018-07-20,Varies with device,32
Q Call,30,,3.044522437723423,2.833213344056216,1000,1,0.0,1,109,2018-07-16,2.100,13
R Programming,12,,1.0986122886681096,1.9315214116032138,1000,1,0.0,1,39,2017-11-21,1.0,15
Learn R Programming Full,4,,2.4849066497880004,2.322387720290225,5000,1,0.0,1,19,2018-01-30,1.5,25
R Programming Tutorial,12,,1.791759469228055,1.33500106673234,1000,1,0.0,1,39,2017-05-14,1.0,15
Guide for R Programming,4,,0.0,1.547562508716013,5,1,0.0,1,19,2018-05-25,1.0.0,17
Learn R Programming,4,,0.0,3.4011973816621555,10,1,0.0,1,19,2018-04-28,1.0,17
R Quick Reference Big Data,4,,1.9459101490553132,1.5260563034950494,1000,1,0.0,1,19,2017-05-29,1.2,8
Learn R Programming Free EBook,12,,0.6931471805599453,1.9021075263969205,50,1,0.0,1,39,2018-03-23,1.0.0,13
RMEduS - ìì±ì¸ìì íì©í R íë¡ê·¸ëë° ì¤ìµ ìì¤í,12,,1.6094379124341003,4.174387269895637,1,1,0.0,1,39,2018-07-17,1.0.1,20
R Programming Language (Paperset 2) MCQ Quiz,12,,0.0,1.4816045409242156,10,1,0.0,1,39,2018-03-19,1.0,15
Mat|r viewer,26,,1.791759469228055,3.367295829986474,100,1,0.0,1,83,2018-07-27,1.0.5,25
Tutorials for R Programming Offline,12,,1.0986122886681096,1.6863989535702286,500,1,0.0,1,39,2017-12-04,1.0,13
R Programming Language (Paperset 1) MCQ Quiz,12,,0.6931471805599453,1.4816045409242156,10,1,0.0,1,39,2018-03-19,1.0,15
FORD V SERIES CALC - NO LIMIT,2,,1.0986122886681096,2.8903717578961645,50,2,9.99,1,13,2018-06-25,3.0.0,13
iLauncher OS 12 Pro - Phone X,24,,1.3862943611198906,2.3608540011180215,50,2,2.99,1,81,2018-06-24,1.0.1,17
Cardio Z,21,,3.2188758248682006,2.3978952727983707,100,2,5.99,1,72,2017-03-13,1.0.2.1,20
Z PIVOT,7,,0.0,1.9021075263969205,10,2,19.99,1,36,2018-07-11,1.3,18
AB Anywhere Mobile Banking,13,,1.3862943611198906,2.4849066497880004,500,1,0.0,1,61,2018-07-03,4.17.82,20
Best Blood Type AB: Food Diet & Personality,19,,1.3862943611198906,3.6375861597263857,1000,1,0.0,1,68,2018-07-11,1.2,15
Chatime AB Rewards,12,,2.302585092994046,3.1354942159291497,1000,1,0.0,1,52,2018-06-22,2.7.0621,18
Dashboard AE,2,,0.0,2.639057329615259,10,1,0.0,1,13,2018-05-16,1255162018,27
AE Manager,30,,0.0,1.6094379124341003,100,1,0.0,1,109,2015-06-15,1.0.0,15
Ivanti AE Agent,5,,0.6931471805599453,1.3609765531356006,1000,1,0.0,1,22,2018-05-10,11.0.0,15
Toppen af Danmark,31,,2.1972245773362196,1.9600947840472698,5000,1,0.0,1,111,2018-06-28,8.3.0,20
AF-STROKE,21,,1.791759469228055,0.6317287867586178,100,2,5.0,4,72,2013-12-19,1.3,5
i-share AF/KLM (AFKL ishare),28,,1.0986122886681096,3.9889840465642745,100,1,0.0,4,102,2018-07-21,1.16.5,17
AF Legendary 2017,5,,0.0,2.4849066497880004,50,1,0.0,4,22,2017-09-30,v2.7.11.6,17
AzadBazar.af,27,,1.3862943611198906,1.547562508716013,100,1,0.0,1,97,2018-03-09,1.0,13
AF Nutrition - Integratori,16,,1.9459101490553132,2.995732273553991,100,1,0.0,1,63,2018-08-02,1.3,17
AF Our Time to Shine,5,,0.0,2.4849066497880004,100,1,0.0,1,22,2017-07-17,v2.7.10.6,17
AF Johannesburg,12,,1.3862943611198906,2.4849066497880004,100,1,0.0,1,39,2017-05-02,1.0.3,17
Apps for SportsBÑtting.ag - Bitcoin Welcome here!,29,,0.0,2.3978952727983707,1000,1,0.0,1,103,2017-12-11,1.0,13
Ag Weather Tools,33,,0.0,1.7227665977411035,500,1,0.0,1,118,2018-01-09,1.0.1,25
Ag Tools,30,,1.0986122886681096,2.9444389791664403,1000,1,0.0,1,109,2017-09-27,1.0,15
SOLEM AG,30,,0.6931471805599453,3.9512437185814275,1000,1,0.0,1,109,2017-09-19,1.0.2,13
Elim AG,19,,2.0794415416798357,2.606453123041996,100,1,0.0,1,68,2017-03-31,1.0,18
AG Subway Simulator Pro,12,,0.0,2.606453123041996,1000,1,0.0,1,98,2018-07-27,Varies with device,32
BRL AG,30,,0.0,3.970291913552122,100,1,0.0,1,109,2017-09-19,1.0.1,13
Oklahoma Ag Co-op Council,7,,0.0,1.7749523509116738,10,1,0.0,1,36,2018-07-23,2.2.3,15
AG Fast Service Automotive,2,,1.791759469228055,0.9932517730102834,100,1,0.0,1,13,2018-06-12,1.0.8,20
Ag PhD Planting Population Calculator,4,,0.0,1.8245492920510458,1000,1,0.0,1,19,2017-06-09,2.0,15
Ag Trucking Mobile App,26,,0.0,3.784189633918261,100,1,0.0,1,83,2017-05-17,8.0,15
Ag Guardian,26,,0.6931471805599453,1.0986122886681096,100,1,0.0,1,83,2015-12-28,1.0.0,13
Wind & Weather Meter for Ag,33,,1.3862943611198906,2.70805020110221,1000,1,0.0,1,118,2016-03-14,v1.0,19
Ag Across America,12,,0.0,2.772588722239781,10,1,0.0,1,50,2018-05-15,1.0.0,17
Border Ag & Energy,5,,0.0,2.5649493574615367,50,1,0.0,1,22,2018-04-30,2.1,19
Ag-Pro Companies,5,,0.0,3.828641396489095,50,1,0.0,1,22,2018-03-06,2.3.0,20
My Ag Report,26,,0.6931471805599453,1.4350845252893227,50,1,0.0,1,83,2018-06-18,1.2,26
Alabama Ag Credit Ag Banking,13,,0.0,2.606453123041996,100,1,0.0,1,61,2018-02-09,5.3.4,20
AG EMS Tour,12,,1.3862943611198906,4.143134726391533,500,1,0.0,1,52,2017-05-05,1.35,13
AG test,30,,1.3862943611198906,2.9444389791664403,100,1,0.0,1,109,2017-10-18,1.0.2,17
West Central Ag,5,,1.3862943611198906,0.9932517730102834,100,1,0.0,1,22,2017-01-16,1.2,13
Tri-Ag (WV) FCU,13,,0.0,1.3609765531356006,100,1,0.0,1,61,2018-07-03,3.1.10,17
Ag PhD Soybean Diseases,4,,0.0,1.9315214116032138,1000,1,0.0,1,19,2017-05-08,1.0.3,15
United Ag Cooperative,5,,0.0,1.6486586255873816,5,1,0.0,1,22,2018-04-27,30.0.0,20
Michael's AG Sound Board,12,,0.0,0.9932517730102834,1,2,0.99,1,52,2017-12-12,1.1,2
Ag-Power,5,,0.0,3.8712010109078907,10,1,0.0,1,22,2018-07-13,2.4.3,20
Freeland AH,21,,0.0,3.367295829986474,100,1,0.0,1,72,2017-12-18,300000.0.95,15
